date,product_code,product,variant,sold_quantity,gross_price,gross_price_total
2021-02-01,A2520150501,"AQ Maxima Ms","Standard 1",701,12.0689,8460.30
2021-02-01,A2520150502,"AQ Maxima Ms","Standard 2",555,14.5267,8062.32
2021-02-01,A2520150503,"AQ Maxima Ms","Plus 1",341,14.1682,4831.36
2021-02-01,A2520150504,"AQ Maxima Ms","Plus 2",279,14.2800,3984.12
2021-02-01,A2520150505,"AQ Maxima Ms","Premium 1",447,15.1762,6783.76
2021-02-01,A2520150506,"AQ Maxima Ms","Premium 2",262,14.5677,3816.74
2021-02-01,A2620150601,"AQ Qwerty Ms","Standard 1",352,14.9013,5245.26
2021-02-01,A2620150602,"AQ Qwerty Ms","Standard 2",183,15.8102,2893.27
2021-02-01,A2620150603,"AQ Qwerty Ms","Plus 1",218,15.9792,3483.47
2021-02-01,A2620150604,"AQ Qwerty Ms","Plus 2",686,16.5491,11352.68
2021-02-01,A2620150605,"AQ Qwerty Ms","Premium 1",302,16.5882,5009.64
2021-02-01,A2620150606,"AQ Qwerty Ms","Premium 2",347,16.7850,5824.40
2021-02-01,A2720150701,"AQ Trigger Ms","Standard 1",560,17.0917,9571.35
2021-02-01,A2721150702,"AQ Trigger Ms","Standard 2",137,17.2368,2361.44
2021-02-01,A2721150703,"AQ Trigger Ms","Plus 1",788,16.9353,13345.02
2021-02-01,A2721150704,"AQ Trigger Ms","Plus 2",701,19.5860,13729.79
2021-02-01,A2721150705,"AQ Trigger Ms","Premium 1",166,19.4042,3221.10
2021-02-01,A2721150706,"AQ Trigger Ms","Premium 2",106,20.0537,2125.69
2021-02-01,A2821150801,"AQ Lumina Ms","Standard 1",938,21.7118,20365.67
2021-02-01,A2918150101,"AQ Master wired x1","Standard 1",326,6.8991,2249.11
2021-02-01,A2918150102,"AQ Master wired x1","Standard 2",364,7.5979,2765.64
2021-02-01,A2918150103,"AQ Master wired x1","Plus 1",709,7.7693,5508.43
2021-02-01,A2918150104,"AQ Master wired x1","Plus 2",727,8.9514,6507.67
2021-02-01,A2918150105,"AQ Master wired x1","Premium 1",535,9.4650,5063.78
2021-02-01,A2918150106,"AQ Master wired x1","Premium 2",519,10.4188,5407.36
2021-02-01,A3018150201,"AQ Master wireless x1","Standard 1",822,10.7955,8873.90
2021-02-01,A3018150202,"AQ Master wireless x1","Standard 2",788,11.0524,8709.29
2021-02-01,A3018150203,"AQ Master wireless x1","Plus 1",808,12.3739,9998.11
2021-02-01,A3019150204,"AQ Master wireless x1","Plus 2",95,11.6011,1102.10
2021-02-01,A3019150205,"AQ Master wireless x1","Premium 1",563,12.0509,6784.66
2021-02-01,A3019150206,"AQ Master wireless x1","Premium 2",644,13.0018,8373.16
2021-02-01,A3119150301,"AQ Gamers ","Standard 1",565,13.5061,7630.95
2021-02-01,A3119150302,"AQ Gamers ","Standard 2",818,15.3071,12521.21
2021-02-01,A3119150303,"AQ Gamers ","Plus 1",818,16.2407,13284.89
2021-02-01,A3120150304,"AQ Gamers ","Plus 2",225,16.3792,3685.32
2021-02-01,A3120150305,"AQ Gamers ","Premium 1",649,16.3218,10592.85
2021-02-01,A3120150306,"AQ Gamers ","Premium 2",588,19.3003,11348.58
2021-02-01,A3220150401,"AQ Lite","Standard 1",120,18.4943,2219.32
2021-02-01,A3220150402,"AQ Lite","Standard 2",720,18.7947,13532.18
2021-02-01,A3220150403,"AQ Lite","Plus 1",227,18.5844,4218.66
2021-02-01,A3220150404,"AQ Lite","Plus 2",783,18.4219,14424.35
2021-02-01,A3220150405,"AQ Lite","Premium 1",540,18.9415,10228.41
2021-02-01,A3220150406,"AQ Lite","Premium 2",618,20.0066,12364.08
2021-02-01,A3320150501,"AQ Maxima","Standard 1",442,20.3908,9012.73
2021-02-01,A3320150502,"AQ Maxima","Standard 2",225,21.6988,4882.23
2021-02-01,A3320150503,"AQ Maxima","Plus 1",565,20.8733,11793.41
2021-02-01,A3320150504,"AQ Maxima","Plus 2",482,22.1341,10668.64
2021-02-01,A3320150505,"AQ Maxima","Premium 1",623,23.0844,14381.58
2021-02-01,A3320150506,"AQ Maxima","Premium 2",762,23.7678,18111.06
2021-02-01,A3420150601,"AQ Qwerty","Standard 1",799,24.5690,19630.63
2021-02-01,A3420150602,"AQ Qwerty","Standard 2",324,23.9726,7767.12
2021-02-01,A3421150603,"AQ Qwerty","Plus 1",442,26.9507,11912.21
2021-02-01,A3421150604,"AQ Qwerty","Plus 2",820,27.4152,22480.46
2021-02-01,A3421150605,"AQ Qwerty","Premium 1",825,29.8692,24642.09
2021-02-01,A3421150606,"AQ Qwerty","Premium 2",209,29.6709,6201.22
2021-02-01,A3521150701,"AQ Trigger","Standard 1",475,29.3872,13958.92
2021-02-01,A3521150702,"AQ Trigger","Standard 2",363,30.3414,11013.93
2021-02-01,A3521150703,"AQ Trigger","Plus 1",312,31.7665,9911.15
2021-02-01,A3521150704,"AQ Trigger","Plus 2",623,33.6246,20948.13
2021-02-01,A3521150705,"AQ Trigger","Premium 1",327,34.5114,11285.23
2021-02-01,A3718150101,"AQ LION x1",Standard,46,16.5127,759.58
2021-02-01,A3718150102,"AQ LION x1","Plus 1 ",74,16.1015,1191.51
2021-02-01,A3718150103,"AQ LION x1","Plus 2",64,17.5697,1124.46
2021-02-01,A3718150105,"AQ LION x1",Premium,69,18.0312,1244.15
2021-02-01,A3818150201,"AQ LION x2",Standard,36,17.2648,621.53
2021-02-01,A3818150202,"AQ LION x2","Plus 1 ",61,17.5197,1068.70
2021-02-01,A3819150203,"AQ LION x2","Plus 2",10,18.4533,184.53
2021-02-01,A3819150204,"AQ LION x2","Plus 3",38,21.1942,805.38
2021-02-01,A3819150205,"AQ LION x2",Premium,59,21.6066,1274.79
2021-02-01,A3920150301,"AQ LION x3",Standard,27,22.1454,597.93
2021-02-01,A3920150302,"AQ LION x3","Plus 1 ",13,23.1520,300.98
2021-02-01,A3920150303,"AQ LION x3","Plus 2",36,25.4670,916.81
2021-02-01,A3920150304,"AQ LION x3","Plus 3",30,25.0442,751.33
2021-02-01,A3920150305,"AQ LION x3",Premium,28,27.4546,768.73
2021-02-01,A4020150401,"AQ Mx NB",Standard,49,26.9302,1319.58
2021-02-01,A4020150402,"AQ Mx NB","Plus 1 ",69,28.4500,1963.05
2021-02-01,A4021150403,"AQ Mx NB","Plus 2",69,29.9423,2066.02
2021-02-01,A4021150404,"AQ Mx NB","Plus 3",58,28.5800,1657.64
2021-02-01,A4021150405,"AQ Mx NB",Premium,34,31.7029,1077.90
2021-02-01,A4118110105,"AQ Aspiron","Plus Blue",22,182.8932,4023.65
2021-02-01,A4118110106,"AQ Aspiron","Plus Red",16,187.7533,3004.05
2021-02-01,A4118110107,"AQ Aspiron","Premium Black",32,195.7721,6264.71
2021-02-01,A4218110201,"AQ Digit","Standard Grey",23,200.2732,4606.28
2021-02-01,A4218110202,"AQ Digit","Standard Blue",31,215.9341,6693.96
2021-02-01,A4218110203,"AQ Digit","Standard Red",40,236.8486,9473.94
2021-02-01,A4218110204,"AQ Digit","Plus Grey",36,232.1038,8355.74
2021-02-01,A4218110205,"AQ Digit","Plus Blue",24,240.1403,5763.37
2021-02-01,A4218110206,"AQ Digit","Plus Red",11,237.0183,2607.20
2021-02-01,A4218110207,"AQ Digit","Premium Black",9,249.1303,2242.17
2021-02-01,A4218110208,"AQ Digit","Premium Misty Green",14,243.0414,3402.58
2021-02-01,A4318110301,"AQ Velocity","Standard Grey",36,264.7000,9529.20
2021-02-01,A4319110302,"AQ Velocity","Standard Blue",36,267.2091,9619.53
2021-02-01,A4319110303,"AQ Velocity","Standard Red",24,261.2305,6269.53
2021-02-01,A4319110304,"AQ Velocity","Plus Grey",28,267.0636,7477.78
2021-02-01,A4319110305,"AQ Velocity","Plus Blue",33,277.8079,9167.66
2021-02-01,A4319110306,"AQ Velocity","Plus Red",35,275.8194,9653.68
2021-02-01,A4419110401,"AQ Elite","Standard Grey",11,271.3471,2984.82
2021-02-01,A4419110402,"AQ Elite","Standard Blue",22,281.9504,6202.91
2021-02-01,A4419110403,"AQ Elite","Standard Red",36,288.0503,10369.81
2021-02-01,A4419110404,"AQ Elite","Plus Grey",10,286.8973,2868.97
2021-02-01,A4419110405,"AQ Elite","Plus Blue",37,291.2071,10774.66
2021-02-01,A4419110406,"AQ Elite","Plus Red",34,287.5666,9777.26
2021-02-01,A4419110407,"AQ Elite","Premium Black",17,287.4934,4887.39
2021-02-01,A4419110408,"AQ Elite","Premium Misty Green",12,297.0277,3564.33
2021-02-01,A4519110501,"AQ Gen X","Standard Grey",35,311.8396,10914.39
2021-02-01,A4519110502,"AQ Gen X","Standard Blue",16,300.3378,4805.40
2021-02-01,A4519110503,"AQ Gen X","Standard Red",7,306.9189,2148.43
2021-02-01,A4520110504,"AQ Gen X","Plus Grey",19,341.7343,6492.95
2021-02-01,A4520110505,"AQ Gen X","Plus Blue",19,325.2156,6179.10
2021-02-01,A4520110506,"AQ Gen X","Plus Red",25,325.2561,8131.40
2021-02-01,A4520110507,"AQ Gen X","Premium Black",21,322.9426,6781.79
2021-02-01,A4520110508,"AQ Gen X","Premium Misty Green",28,327.0930,9158.60
2021-02-01,A4620110601,"AQ Gen Y","Standard Grey",7,347.2474,2430.73
2021-02-01,A4620110602,"AQ Gen Y","Standard Blue",37,346.6886,12827.48
2021-02-01,A4620110603,"AQ Gen Y","Standard Red",32,366.0459,11713.47
2021-02-01,A4620110604,"AQ Gen Y","Plus Grey",38,353.0982,13417.73
2021-02-01,A4620110605,"AQ Gen Y","Plus Blue",7,349.2525,2444.77
2021-02-01,A4620110606,"AQ Gen Y","Plus Red",15,348.5375,5228.06
2021-02-01,A4620110607,"AQ Gen Y","Premium Black",23,347.8030,7999.47
2021-02-01,A4620110608,"AQ Gen Y","Premium Misty Green",27,363.0630,9802.70
2021-02-01,A4720110701,"AQ GEN Z","Standard Grey",40,367.7335,14709.34
2021-02-01,A4720110702,"AQ GEN Z","Standard Blue",22,371.4027,8170.86
2021-02-01,A4721110703,"AQ GEN Z","Standard Red",10,361.6496,3616.50
2021-02-01,A4721110704,"AQ GEN Z","Plus Grey",40,380.2153,15208.61
2021-02-01,A4721110705,"AQ GEN Z","Plus Blue",11,377.4069,4151.48
2021-02-01,A4918110101,"AQ BZ 101","Standard Grey",21,419.1936,8803.07
2021-02-01,A4918110102,"AQ BZ 101","Standard Blue",11,451.4881,4966.37
2021-02-01,A4918110103,"AQ BZ 101","Premium Black",5,428.1451,2140.73
2021-02-01,A4918110104,"AQ BZ 101","Premium Misty Green",24,460.2805,11046.73
2021-02-01,A5018110201,"AQ BZ Compact","Standard Grey",14,451.7049,6323.87
2021-02-01,A5018110202,"AQ BZ Compact","Standard Blue",9,462.5568,4163.01
2021-02-01,A5018110203,"AQ BZ Compact","Standard Red",22,452.1420,9947.12
2021-02-01,A5018110204,"AQ BZ Compact","Plus Grey",12,447.7337,5372.80
2021-02-01,A5018110205,"AQ BZ Compact","Plus Blue",12,486.1763,5834.12
2021-02-01,A5018110206,"AQ BZ Compact","Plus Red",26,475.5544,12364.41
2021-02-01,A5018110207,"AQ BZ Compact","Premium Black",24,475.1904,11404.57
2021-02-01,A5019110208,"AQ BZ Compact","Premium Misty Green",10,467.3047,4673.05
2021-02-01,A5119110301,"AQ BZ Gen Y","Standard Grey",19,479.0441,9101.84
2021-02-01,A5119110302,"AQ BZ Gen Y","Standard Blue",16,474.3132,7589.01
2021-02-01,A5119110303,"AQ BZ Gen Y","Standard Red",24,474.3154,11383.57
2021-02-01,A5119110305,"AQ BZ Gen Y","Plus Blue",17,483.3813,8217.48
2021-02-01,A5119110306,"AQ BZ Gen Y","Plus Red",16,486.4857,7783.77
2021-02-01,A5119110307,"AQ BZ Gen Y","Premium Black",20,516.4580,10329.16
2021-02-01,A5119110308,"AQ BZ Gen Y","Premium Misty Green",23,512.5811,11789.37
2021-02-01,A5219110401,"AQ BZ Gen Z","Standard Grey",20,506.9644,10139.29
2021-02-01,A5219110402,"AQ BZ Gen Z","Standard Blue",11,490.1582,5391.74
2021-02-01,A5219110403,"AQ BZ Gen Z","Standard Red",26,525.8042,13670.91
2021-02-01,A5219110405,"AQ BZ Gen Z","Plus Blue",24,521.2603,12510.25
2021-02-01,A5219110406,"AQ BZ Gen Z","Plus Red",15,550.4597,8256.90
2021-02-01,A5219110407,"AQ BZ Gen Z","Premium Black",7,545.5931,3819.15
2021-02-01,A5220110408,"AQ BZ Gen Z","Premium Misty Green",9,533.0397,4797.36
2021-02-01,A5318110103,"AQ Gamer 1","Standard Black",6,584.9722,3509.83
2021-02-01,A5318110104,"AQ Gamer 1","Plus Firey Red",8,586.3824,4691.06
2021-02-01,A5318110105,"AQ Gamer 1","Plus Cool Blue",9,551.3303,4961.97
2021-02-01,A5318110106,"AQ Gamer 1","Plus Black",4,565.8747,2263.50
2021-02-01,A5318110107,"AQ Gamer 1","Premium Black",13,571.6489,7431.44
2021-02-01,A5318110108,"AQ Gamer 1","Premium Misty Green",7,579.6609,4057.63
2021-02-01,A5419110201,"AQ Gamer 2","Standard Firey Red",3,585.0003,1755.00
2021-02-01,A5419110202,"AQ Gamer 2","Standard Cool Blue",17,567.9271,9654.76
2021-02-01,A5419110203,"AQ Gamer 2","Standard Black",8,595.5711,4764.57
2021-02-01,A5419110204,"AQ Gamer 2","Plus Firey Red",7,602.9200,4220.44
2021-02-01,A5419110205,"AQ Gamer 2","Plus Cool Blue",8,570.7578,4566.06
2021-02-01,A5419110206,"AQ Gamer 2","Plus Black",13,601.6398,7821.32
2021-02-01,A5419110207,"AQ Gamer 2","Premium Black",12,599.2302,7190.76
2021-02-01,A5419110208,"AQ Gamer 2","Premium Misty Green",15,608.4070,9126.11
2021-02-01,A5519110301,"AQ Gamer 3","Standard Firey Red",5,589.7411,2948.71
2021-02-01,A5519110302,"AQ Gamer 3","Standard Cool Blue",15,605.8642,9087.96
2021-02-01,A5519110303,"AQ Gamer 3","Standard Black",16,604.2721,9668.35
2021-02-01,A5519110304,"AQ Gamer 3","Plus Firey Red",8,597.7704,4782.16
2021-02-01,A5520110305,"AQ Gamer 3","Plus Cool Blue",11,632.4885,6957.37
2021-02-01,A5520110306,"AQ Gamer 3","Plus Black",3,639.6816,1919.04
2021-02-01,A5520110307,"AQ Gamer 3","Premium Black",14,609.7926,8537.10
2021-02-01,A5520110308,"AQ Gamer 3","Premium Misty Green",6,590.1159,3540.70
2021-02-01,A5620110401,"AQ Smash 1","Standard Firey Red",16,642.0698,10273.12
2021-02-01,A5620110402,"AQ Smash 1","Standard Cool Blue",15,593.8297,8907.45
2021-02-01,A5621110403,"AQ Smash 1","Standard Black",16,631.1855,10098.97
2021-02-01,A5621110404,"AQ Smash 1","Plus Firey Red",16,639.9614,10239.38
2021-02-01,A5621110405,"AQ Smash 1","Plus Cool Blue",9,601.8173,5416.36
2021-02-01,A5621110406,"AQ Smash 1","Plus Black",9,644.3777,5799.40
2021-02-01,A5621110407,"AQ Smash 1","Premium Black",8,655.7782,5246.23
2021-02-01,A5621110408,"AQ Smash 1","Premium Misty Green",12,657.2525,7887.03
2021-02-01,A5721110501,"AQ Smash 2","Standard Firey Red",14,649.6929,9095.70
2021-02-01,A5721110502,"AQ Smash 2","Standard Cool Blue",14,627.9938,8791.91
2021-02-01,A5721110503,"AQ Smash 2","Standard Black",8,678.3035,5426.43
2021-02-01,A5721110504,"AQ Smash 2","Plus Firey Red",9,655.8348,5902.51
2021-02-01,A5721110505,"AQ Smash 2","Plus Cool Blue",5,674.4272,3372.14
2021-02-01,A5721110506,"AQ Smash 2","Plus Black",15,720.5460,10808.19
2021-02-01,A5820110101,"AQ BZ Allin1","Standard 1",15,681.3022,10219.53
2021-02-01,A5820110102,"AQ BZ Allin1","Standard 2",9,697.5541,6277.99
2021-02-01,A5820110103,"AQ BZ Allin1","Standard 3",14,735.1465,10292.05
2021-02-01,A5820110104,"AQ BZ Allin1","Plus 1",20,690.4971,13809.94
2021-02-01,A5820110105,"AQ BZ Allin1","Plus 2",23,709.3926,16316.03
2021-02-01,A5820110106,"AQ BZ Allin1","Plus 3",27,692.5242,18698.15
2021-02-01,A5820110107,"AQ BZ Allin1","Premium 1",8,737.6775,5901.42
2021-02-01,A5821110108,"AQ BZ Allin1","Premium 2",27,746.7388,20161.95
2021-02-01,A6018110101,"AQ Home Allin1","Standard 1",2,800.4577,1600.92
2021-02-01,A6018110102,"AQ Home Allin1","Standard 2",2,764.0542,1528.11
2021-02-01,A6018110103,"AQ Home Allin1","Standard 3",2,770.9789,1541.96
2021-02-01,A6018110104,"AQ Home Allin1","Plus 1",5,749.0987,3745.49
2021-02-01,A6018110105,"AQ Home Allin1","Plus 2",3,766.6472,2299.94
2021-02-01,A6018110106,"AQ Home Allin1","Plus 3",1,787.5874,787.59
2021-02-01,A6019110107,"AQ Home Allin1","Premium 1",5,785.9918,3929.96
2021-02-01,A6019110108,"AQ Home Allin1","Premium 2",2,796.6606,1593.32
2021-02-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",2,824.0889,1648.18
2021-02-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",3,790.1040,2370.31
2021-02-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",5,769.5635,3847.82
2021-02-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",4,807.2638,3229.06
2021-02-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",5,834.9812,4174.91
2021-02-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",3,810.6034,2431.81
2021-02-01,A6218160101,"AQ Digit SSD",Standard,944,13.5941,12832.83
2021-02-01,A6218160102,"AQ Digit SSD",Plus,141,15.2481,2149.98
2021-02-01,A6219160103,"AQ Digit SSD",Premium,468,16.3003,7628.54
2021-02-01,A6319160201,"AQ Neuer SSD",Standard,370,17.3590,6422.83
2021-02-01,A6319160202,"AQ Neuer SSD",Plus,503,18.5733,9342.37
2021-02-01,A6319160203,"AQ Neuer SSD",Premium,765,19.3433,14797.62
2021-02-01,A6419160301,"AQ Clx1",Standard,341,17.8043,6071.27
2021-02-01,A6419160302,"AQ Clx1",Plus,763,19.6723,15009.96
2021-02-01,A6419160303,"AQ Clx1",Premium,799,19.3342,15448.03
2021-02-01,A6519160401,"AQ Clx2",Standard,483,20.2889,9799.54
2021-02-01,A6520160402,"AQ Clx2",Plus,595,20.1650,11998.18
2021-02-01,A6520160403,"AQ Clx2",Premium,362,21.2830,7704.45
2021-02-01,A6620160501,"AQ Clx3",Standard,905,22.8530,20681.97
2021-02-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,1281,4.4411,5689.05
2021-02-01,A6818160201,"AQ Pen Drive DRC",Standard,1299,2.9990,3895.70
2021-02-01,A6818160202,"AQ Pen Drive DRC",Plus,345,3.8531,1329.32
2021-02-01,A6819160203,"AQ Pen Drive DRC",Premium,370,5.0984,1886.41
2021-02-01,A7118160101,"AQ Wi Power Dx1",Standard,338,29.6712,10028.87
2021-02-01,A7119160102,"AQ Wi Power Dx1",Plus,683,29.9264,20439.73
2021-02-01,A7119160103,"AQ Wi Power Dx1",Premium,465,28.7736,13379.72
2021-02-01,A7219160201,"AQ Wi Power Dx2",Standard,353,32.9575,11634.00
2021-02-01,A7220160202,"AQ Wi Power Dx2",Plus,567,35.2053,19961.41
2021-02-01,A7220160203,"AQ Wi Power Dx2",Premium,559,37.4784,20950.43
2021-02-01,A7321160301,"AQ Wi Power Dx3",Standard,615,40.7954,25089.17
2021-02-01,A7321160302,"AQ Wi Power Dx3",Plus,717,43.9446,31508.28
2021-02-01,A7321160303,"AQ Wi Power Dx3",Premium,186,42.8483,7969.78
2021-04-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,199,19.0573,3792.40
2021-04-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,247,21.4565,5299.76
2021-04-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,186,21.7795,4050.99
2021-04-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",27,22.9729,620.27
2021-04-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,81,23.6987,1919.59
2021-04-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,38,24.7312,939.79
2021-04-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,188,23.6154,4439.70
2021-04-01,A0320150301,"AQ Zion Saga",Standard,232,23.7223,5503.57
2021-04-01,A0321150302,"AQ Zion Saga",Plus,86,27.1027,2330.83
2021-04-01,A0321150303,"AQ Zion Saga",Premium,95,28.0059,2660.56
2021-04-01,A0418150103,"AQ Mforce Gen X","Standard 3",33,19.5235,644.28
2021-04-01,A0418150104,"AQ Mforce Gen X","Plus 1",32,19.9239,637.56
2021-04-01,A0418150105,"AQ Mforce Gen X","Plus 2",186,20.0766,3734.25
2021-04-01,A0418150106,"AQ Mforce Gen X","Plus 3",88,19.9365,1754.41
2021-04-01,A0519150201,"AQ Mforce Gen Y","Standard 1",50,22.3984,1119.92
2021-04-01,A0519150202,"AQ Mforce Gen Y","Standard 2",151,24.9298,3764.40
2021-04-01,A0519150203,"AQ Mforce Gen Y","Standard 3",31,26.5871,824.20
2021-04-01,A0519150204,"AQ Mforce Gen Y","Plus 1",174,26.1081,4542.81
2021-04-01,A0519150205,"AQ Mforce Gen Y","Plus 2",70,29.7008,2079.06
2021-04-01,A0519150206,"AQ Mforce Gen Y","Plus 3",64,31.2439,1999.61
2021-04-01,A0519150207,"AQ Mforce Gen Y","Premium 1",119,32.4427,3860.68
2021-04-01,A0519150208,"AQ Mforce Gen Y","Premium 2",130,30.5816,3975.61
2021-04-01,A0619150301,"AQ Mforce Gen Z","Standard 1",42,30.4696,1279.72
2021-04-01,A0619150302,"AQ Mforce Gen Z","Standard 2",101,34.0973,3443.83
2021-04-01,A0620150303,"AQ Mforce Gen Z","Standard 3",114,34.2412,3903.50
2021-04-01,A0620150304,"AQ Mforce Gen Z","Plus 1",94,37.5826,3532.76
2021-04-01,A0620150305,"AQ Mforce Gen Z","Plus 2",182,36.5679,6655.36
2021-04-01,A0620150306,"AQ Mforce Gen Z","Plus 3",56,37.5278,2101.56
2021-04-01,A0621150307,"AQ Mforce Gen Z","Premium 1",165,36.2434,5980.16
2021-04-01,A0621150308,"AQ Mforce Gen Z","Premium 2",154,39.3990,6067.45
2021-04-01,A0721150401,"AQ GT 21",Standard,170,39.3377,6687.41
2021-04-01,A0721150402,"AQ GT 21","Plus 1",22,39.1465,861.22
2021-04-01,A0721150403,"AQ GT 21","Plus 2",136,39.2990,5344.66
2021-04-01,A0721150404,"AQ GT 21",Premium,44,39.1215,1721.35
2021-04-01,A0821150501,"AQ Marquee P3",Standard,164,40.5013,6642.21
2021-04-01,A0821150502,"AQ Marquee P3","Plus 1",196,43.2966,8486.13
2021-04-01,A0821150503,"AQ Marquee P3","Plus 2",113,42.3841,4789.40
2021-04-01,A0821150504,"AQ Marquee P3",Premium,169,44.7044,7555.04
2021-04-01,A0921150601,"AQ Marquee P4",Standard,160,45.0813,7213.01
2021-04-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,45,111.1036,4999.66
2021-04-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,52,123.4797,6420.94
2021-04-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,114,123.9315,14128.19
2021-04-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,143,124.2640,17769.75
2021-04-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,101,129.5836,13087.94
2021-04-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,163,139.8962,22803.08
2021-04-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,39,135.6822,5291.61
2021-04-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,161,145.1474,23368.73
2021-04-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,169,142.9402,24156.89
2021-04-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,30,149.1034,4473.10
2021-04-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,96,150.2450,14423.52
2021-04-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,89,160.6912,14301.52
2021-04-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,123,160.5082,19742.51
2021-04-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,172,169.4999,29153.98
2021-04-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,102,176.4389,17996.77
2021-04-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,95,186.2917,17697.71
2021-04-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,45,185.4599,8345.70
2021-04-01,A1618150101,"AQ MB Elite",Standard,83,19.6485,1630.83
2021-04-01,A1618150102,"AQ MB Elite","Plus 1",83,20.4629,1698.42
2021-04-01,A1618150103,"AQ MB Elite","Plus 2",110,21.2017,2332.19
2021-04-01,A1618150104,"AQ MB Elite",Premium,141,21.4489,3024.29
2021-04-01,A1718150201,"AQ MB Crossx",Standard,81,21.8879,1772.92
2021-04-01,A1718150202,"AQ MB Crossx","Plus 1",101,22.8957,2312.47
2021-04-01,A1718150203,"AQ MB Crossx","Plus 2",76,27.3445,2078.18
2021-04-01,A1718150204,"AQ MB Crossx",Premium,132,28.3991,3748.68
2021-04-01,A1819150301,"AQ MB Crossx 2",Standard,40,28.8615,1154.46
2021-04-01,A1819150302,"AQ MB Crossx 2","Plus 1",143,31.9525,4569.21
2021-04-01,A1819150303,"AQ MB Crossx 2","Plus 2",36,32.1924,1158.93
2021-04-01,A1819150304,"AQ MB Crossx 2",Premium,85,32.2612,2742.20
2021-04-01,A1919150401,"AQ MB Lito",Standard,50,33.7609,1688.05
2021-04-01,A1919150402,"AQ MB Lito","Plus 1",45,35.0256,1576.15
2021-04-01,A1919150403,"AQ MB Lito","Plus 2",73,35.8350,2615.96
2021-04-01,A1920150404,"AQ MB Lito",Premium,47,38.9780,1831.97
2021-04-01,A2020150501,"AQ MB Lito 2",Standard,78,41.3696,3226.83
2021-04-01,A2020150502,"AQ MB Lito 2","Plus 1",79,39.3932,3112.06
2021-04-01,A2021150503,"AQ MB Lito 2","Plus 2",98,45.4377,4452.89
2021-04-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",291,2.9434,856.53
2021-04-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",657,3.9998,2627.87
2021-04-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",944,4.5295,4275.85
2021-04-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",907,5.0459,4576.63
2021-04-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",362,4.6904,1697.92
2021-04-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",940,5.2542,4938.95
2021-04-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",173,5.4383,940.83
2021-04-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",495,6.4054,3170.67
2021-04-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",930,6.7301,6258.99
2021-04-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",131,7.3526,963.19
2021-04-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",682,7.9813,5443.25
